2026-02-26 14:43:05,401 - INFO - === 绘画大师规划对比工具（字段独立校验版）启动 ===
2026-02-26 14:43:05,533 - INFO - 成功加载飞书表格
2026-02-26 14:43:08,007 - INFO - CaseID:ROW_4 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:08,759 - INFO - CaseID:ROW_5 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:09,673 - INFO - CaseID:ROW_6 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:10,662 - INFO - CaseID:ROW_7 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,482 - INFO - CaseID:ROW_8 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,483 - INFO - CaseID:ROW_9 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,483 - INFO - CaseID:ROW_10 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,483 - INFO - CaseID:ROW_11 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,483 - INFO - CaseID:ROW_12 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,483 - INFO - CaseID:ROW_13 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,483 - INFO - CaseID:ROW_14 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_15 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_16 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_17 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_18 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_19 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_20 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_21 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_22 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_23 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,484 - INFO - CaseID:ROW_24 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,485 - INFO - CaseID:ROW_25 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,485 - INFO - CaseID:ROW_26 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,485 - INFO - CaseID:ROW_27 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,485 - INFO - CaseID:ROW_28 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,485 - INFO - CaseID:ROW_29 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,485 - INFO - CaseID:ROW_30 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_31 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_32 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_33 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_34 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_35 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_36 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_37 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_38 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_39 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_40 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,486 - INFO - CaseID:ROW_41 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_42 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_43 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_44 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_45 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_46 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_47 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_48 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_49 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_50 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_51 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_52 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_53 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_54 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_55 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,487 - INFO - CaseID:ROW_56 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,488 - INFO - CaseID:ROW_57 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,488 - INFO - CaseID:ROW_58 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,488 - INFO - CaseID:ROW_59 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,488 - INFO - CaseID:ROW_60 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,488 - INFO - CaseID:ROW_61 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:43:11,488 - INFO - CaseID:ROW_62 - 整体结果: PASS | 详情: 所有字段校验通过
