2026-02-26 14:33:52,908 - INFO - === 绘画大师规划对比工具（字段独立校验版）启动 ===
2026-02-26 14:33:53,085 - INFO - 成功加载飞书表格
2026-02-26 14:33:54,558 - INFO - CaseID:1 - 整体结果: FAILED | 详情: name不匹配：预期[aipainting]，实际[]; category不匹配：一方为空 - 预期[其他]，实际[]
2026-02-26 14:33:55,327 - INFO - CaseID:2 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:55,328 - INFO - CaseID:3 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:56,681 - INFO - CaseID:4 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:56,682 - INFO - CaseID:5 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:57,585 - INFO - CaseID:6 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:57,586 - INFO - CaseID:7 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:58,527 - INFO - CaseID:8 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:58,527 - INFO - CaseID:9 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:59,483 - INFO - CaseID:10 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:33:59,483 - INFO - CaseID:11 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:00,277 - INFO - CaseID:12 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:00,278 - INFO - CaseID:13 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:00,278 - INFO - CaseID:14 - 整体结果: FAILED | 详情: name不匹配：预期[aipainting]，实际[]; category不匹配：一方为空 - 预期[自然风景&动物&植物]，实际[]
2026-02-26 14:34:00,278 - INFO - CaseID:15 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:01,289 - INFO - CaseID:16 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:01,290 - INFO - CaseID:17 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:02,221 - INFO - CaseID:18 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:02,222 - INFO - CaseID:19 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:03,234 - INFO - CaseID:20 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:03,235 - INFO - CaseID:21 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:03,235 - INFO - CaseID:22 - 整体结果: FAILED | 详情: name不匹配：预期[aipainting]，实际[]; category不匹配：一方为空 - 预期[城市建筑&人物]，实际[]
2026-02-26 14:34:03,235 - INFO - CaseID:23 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:04,261 - INFO - CaseID:24 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:04,261 - INFO - CaseID:25 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:05,201 - INFO - CaseID:26 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:05,201 - INFO - CaseID:27 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:34:06,304 - INFO - CaseID:28 - 整体结果: PASS | 详情: 所有字段校验通过
