2026-02-26 14:42:58,202 - INFO - === 看世界规划对比工具（APINAME特殊规则版）启动 ===
2026-02-26 14:42:58,336 - INFO - 成功加载飞书表格
2026-02-26 14:42:59,491 - INFO - CaseID:1 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,491 - INFO - CaseID:2 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,491 - INFO - CaseID:3 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,491 - INFO - CaseID:4 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:5 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:6 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:7 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:8 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:9 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:10 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:11 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:12 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:13 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:14 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:15 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:16 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:17 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,492 - INFO - CaseID:18 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:19 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:20 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:21 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:22 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:23 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:24 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:25 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:26 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:27 - 整体结果: PASS | 详情: 所有字段校验通过
2026-02-26 14:42:59,493 - INFO - CaseID:28 - 整体结果: PASS | 详情: 所有字段校验通过
